identifier	taxonID	type	CVterm	format	language	title	description	additionalInformationURL	UsageTerms	rights	Owner	contributor	creator	bibliographicCitation
EC6DA359F55C3F3C4B7EE7C3FCBCC40A.text	EC6DA359F55C3F3C4B7EE7C3FCBCC40A.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Nesonannus saileri Usinger 1946	<div><p>85. Nesonannus saileri, new species.</p> <p>Head half again as broad as long, 26: 17; convex above, the surface naked and finely granular. Tylus distinctly set apart by a suture, even at base, parallel-sided, convex, and polished, with two erect bristles on either side. Eyes small, about as long as anteocular portion of head and about one third as wide as interocular space, 5: 16. Ocelli distinct, one fifth as wide as an eye, widely separated from each other, being contiguous to inner margins of compound eyes. Antenna! proportions 3: 5: 14: 17, the first two segments with short sparse hairs, the third segment with several bristles as long as the segment, inserted near base; fourth segment with several bristles longer than the segment. Rostrum and thoracic sterna obscured in the unique type.</p> <p>Pronotum feebly convex, the surface finely shagreened, humeral angles narrowly rounded, hind margin feebly concave. Scutellum with sides ·concavely sinuate before middle, convex beyond middle and abruptly narrowed and briefly, roundly produced at apex.</p> <p>Hemelytra less than twice as long as width of pronotum, 70: 40; costal margin thicker than hind femur, deeply impressed along inner margin; terminating along embolar suture and curving upward at end of thickened costa to form a long, narrow cell. A small cell beneath this beyond middle and two larger discal cells beyond basal discal cell and between R+M and Cu. Apical area with two free veins reaching apical margin and a third innermost vein curved outward to enclose a large discal cell.</p> <p>Color rather uniform fulvous above with the membranous areas of hemelytra paler, the under surface and appendages fulvo-testaceous. Eyes and ocelli tinged with reddish.</p> <p>Length (measured from above in a single plane) 1.43 mm.; width (pronotum) 0.66 mm.</p> <p>Holotype male, Barrigada, on hau, July 22, Swezey.</p> <p>This is the first schizopterid to be recorded from an oceanic island in the Pacific but I have seen another species (apparently not congeneric) from Fiji. I take pleasure in dedicating this species to Dr. R. I. Sailer, hemipterist at the U. S. National Museum, whose generous assistance has greatly facilitated my recent work.</p></div> 	https://treatment.plazi.org/id/EC6DA359F55C3F3C4B7EE7C3FCBCC40A	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55D3F3F4BB5E92FFA73C338.text	EC6DA359F55D3F3F4BB5E92FFA73C338.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Mesovelia orientalis Kirkaldy	<div><p>86. Mesovelia orientalis Kirkaldy,</p> <p>Mus. Civ. Stor. Nat. Genova, Ann. II, 20: 808, 1901. (See figure 25, b.)</p> <p>Two specimens, Agana Swamp, May 2, Usinger; seven specimens, Agana Swamp, May 4, Usinger; all apterous. The May 2 specimens are darker in color than the others. These agree well with a specimen collected by me at Montalban, Luzon, Philippine Islands, July 14, 1936, and with two specimens before me from Garoet, Java, collected by Linsley. The middle femora have a row of short spines on the under side and the eighth abdominal segment in the male has a clump of short spines on the middle of the ventral surface and a clump of long hairs on either side. The second segment of the hind tarsi is longer than the third, the rostrum scarcely reaches to the level of the front margins of the hind coxae and the last two antenna! segments are subequal (or the last slightly longer) and less than twice as long as the second segment. The apical arm of the male clasper is shorter and broader basally and thus appears subtriangular, rather than long and tapering as figured by Lundblad (Arch. Hydrobiol. Suppl. 12: 187, 1933),.but the form of these claspers is known to vary within wide limits (Usinger, Brooklyn Ent. Soc., Bull. 37: 177-178, 1943) so a new species does not seem to be justified. The claspers are long and tapering and bent apically in both the Philippine and Javanese specimens, but slight variations in form are apparent. M. orientalis is known elsewhere from India and Ceylon through the East Indies to New Guinea, the Philippines, and Formosa. It was considered as a synonym of vittigera Horvath by Horvath in his monograph (Hist.-Nat. Mus. Nat. Hung., Ann. 13: 550, 1915) but was resurrected by the same author in 1924 (op. cit., 21: 35, 1924).</p> </div>	https://treatment.plazi.org/id/EC6DA359F55D3F3F4BB5E92FFA73C338	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55E3F3E4B41EB23F8C3C7A0.text	EC6DA359F55E3F3E4B41EB23F8C3C7A0.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Mesovelia pacifica Mulsant & Rey 1852	<div><p>87. Mesovelia pacifica,new species (fig. 25, a).</p> <p>Elongate, slender, the head slightly longer than broad across eyes, eyes sinuate at inner posterior margins, anterior angles of pronotum only briefly rounded, mesonotum less than twice as long as metanotum at middle, hind femora without spines beneath, first genital segment in male without spines or processes but with 6 to 8 stiff black bristles on either side of middle, the bases of these bristles concealed when the genital segment is retracted in its normal position. Male genital claspers abruptly bent at basal third, directed forward and tapering apically. Second segment of posterior tarsi distinctly longer TODO TODO</p> <p>Male: head longer than broad across eyes, 23: 20; the eyes half the width of interocular space, sinuate on inner posterior margins. Rostrum reaching almost to apices of hind coxae. Antennae almost as long as body, 84: 86; first segment only about two thirds as long as head, 18: 23; proportion of segments 18: 13: Z7: 26.</p> <p>Pronotum one third as long on median line as head, 7: 21; three times as broad as long, 21: 7; hind margin feebly but distinctly sinuate; anterior angles briefly rounded. Mesonotum a little longer at middle than pronotum, 9: 7, the hind margin curved forward sublaterally. Metanotum over half as long as mesonotum, 5.5: 9, the hind margin nrarly TODO</p> <p>Abdomen only moderately expanded, the connexival plates a little over one third as wide as dorsal abdominal disk at the same level, the connexivum only moderately reflexed, the entire abdomen slightly narrower at widest part than greatest width of thorax.</p> <p>First genital segment almost as long above as broad at base, 10: 12, less than half as long beneath as broad, 5: 12; with 6 to 8 stiff black bristles on either side of middle ventrally, the bristles covered basally by the preceding segment. Claspers very broad and abruptly but roundly bent subbasally, slender and tapering to acute apex on apical half.</p> <p>Legs simple, the femora without distinct spines on under surface. Second segment of hind tarsi longer than third, 23: 20.</p> <p>Female similar to male in most body proportions but relatively broader, the abdomen in particular broader, the greatest width across connexival margins one sixth greater than width of thorax, 31: 26.</p> <p>Color yellowish or greenish ochraceous with variable brown markings. Palest specimens with a brown stripe on either side of middle of metanotum, brown on all of second tergite, the middle of third and the middle of fourth tergites, and with brown dorsal abdominal sutures. Connexival plates pale with narrowly brown lateral edges. Eyes brownish. Antennae more or less infuscated, especially apically. Abdominal venter with a sublateral longitudinal line. Rostrum brown at apex. Legs pale brown especially at joints. Erect bristles of legs brown. Darkest specimens almost entirely brown above, pale only on anterior portion of pronotum, middle of mesonotum and metanotum, laterally on fourth and generally on seventh tergite, posteriorly on eighth tergite and on middle of connexival plates. Under surface testaceous at middle, brownish laterally. Legs pale basally, brownish elsewhere.</p> <p>Size: male, length 2.25 mm., width (abdomen) 0.6 mm.; female, length 2.6 mm., width (abdomen) 0.8 mm.</p> <p>Holotype male, allotype female, and three paratypes, all apterous, Mt. Chachao, May 16, Usinger.</p> <p>Runs to thermalis in Horvath's key (Hist.-Nat. Mus. Nat. Hung.,.Ann. 13: 544, 1915) but lacks the two subbasal black tubercles of the first genital segment of that European species. M. orientalis Kirkaldy is superficially quite similar but has a distinct median tubercle on the first genital segment. The present species differs from indica Horvath, in which the second segment of the hind tarsus is shorter than the third and the eyes are not sinuate at inner baJ,es, and in which no mention is made of the black bristles found in pacifica on the first genital segment. M. hungerfordi Hale from Australia is larger and has "two elevated tufts of brownish-black spines on the venter of the first genital segment" (Hale, South Austr. Mus., Rec. 3: 200, 1926) as in mulsanti,thermalis,andsubvittata. Thespinesthatcompriseth!ise "tufts" arevery short and dense in contrast to the long, posteriorly directed bristles of pacifica.</p> <p>The only other Mesovelia reported from an oceanic island in the Pacific is mulsanti White (fig. 25, c), a common species in taro patches in the lowlands of the Hawaiian Islands. This was doubtless introduced quite recently from America. I have seen a Fijian Mesovelia in the recent collection of E. C. Zimmerman and New Caledonia specimens in the collections of F. X. Williams.</p> </div>	https://treatment.plazi.org/id/EC6DA359F55E3F3E4B41EB23F8C3C7A0	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55F3F394BD3E8C2FAC6C203.text	EC6DA359F55F3F394BD3E8C2FAC6C203.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Limnogonus fossarum (Fabricius 1775)	<div><p>88. Limnogonus fossarum (Fabricius).</p> <p>Cime.i fossarum Fabricius, Syst. Ent., 727, 1775.</p> <p>Two specimens, Inarajan, May 7, Usinger; two specimens, stream mouth south of Agat, June 19, Usinger; one specimen, Fullaway (1191); all specimens macropterous.</p> <p>These agree perfectly with Esaki's figures [Ins. Samoa 2(2): 70, 1928] and Lundblad's excellent description and figures (Arch. Hydrobiol. Suppl. 12: 374, 1933). Specimens are before me from Java, the Philippines, and Fiji. It has been reported elsewhere from India, Ceylon, China, Formosa, Sumatra, and Celebes, and Esaki collected both macropterous and brachypterous specimens on Saipan.</p> <p>In addition to the above-mentioned macropterous specimens from Guam, five brachypterous specimens from Agana Swamp, May 4, Usinger, and one brachypterous specimen from south of Facpi Point, May 28, Usinger, agree in genital characters and hence have been placed here. The occurrence of brachypterous specimens resembling fossarum is suggestive of the situation in Samoa, where L. pacificus Esaki was described from an exclusively brachypterous series and differentiated from fossarum only by minor genitalic characters.</p> <p>The Guam series agrees with fossarum rather than pacificus, though some variation is exhibited, particularly in the shape of the posterior ventral margin of the sixth abdominal segment in the male and in the degree to which the sternite of the last abdominal segment is reflexed dorsally.</p> </div>	https://treatment.plazi.org/id/EC6DA359F55F3F394BD3E8C2FAC6C203	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5583F394B40ECE5FB1AC4DC.text	EC6DA359F5583F394B40ECE5FB1AC4DC.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Limnogonus luctuosus (Montrouzier 1865)	<div><p>89. Limnogonus luctuosus (Montrouzier).</p> <p>Gerris luctuosa Montrouzier, Soc. Linn. Lyon, Ann. (n. s.) 11: 242, 1864.</p> <p>Three macropterous females, Agana Swamp, May 4, Usinger. These are slightly smaller, 7.75 mm., than female examples from Tahiti and have the yellow lateral lines of the sides of the mesothorax as in Lundblad's figure 2, b (B. P. Bishop Mus., Bull. 113: 124, 1934), but not constricted near the middle and with the truncated end connected at its upper angle to an additional pale spot behind the black-rimmed spiracular slit. In other respects these Guam specimens agree with Lundblad's revised description (Arch. Hydrobiol., Suppl. 12:380, 1933). Known elsewhere from New Caledonia, New Hebrides, Samoa, Tahiti, Raiatea, Murray, and Caroline Islands.</p> </div>	https://treatment.plazi.org/id/EC6DA359F5583F394B40ECE5FB1AC4DC	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F5583F3B4B41EABFFDF6C59E.text	EC6DA359F5583F3B4B41EABFFDF6C59E.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Limnogonus lundbladi Usinger 1946	<div><p>90. Limnogonus lundbladi, new species (fig. 26).</p> <p>.</p> <p>Relatively short and stout, dorsally humped at middle in apterous forms, with tremendously enlarged male genital segments and strongly, acutely produced last abdominal segment ventrally in female.</p> <p>Apterous male: head two thirds as long as broad across eyes, the eyes large, two thirds as wide as interocular space, distinctly roundly emarginate on inner margins posteriorly. Rostrum reaching well onto mesosternum, the third segment reaching about to level of hind margins of front trochanters. Antennae almost as long as body, 99: 108; proportion of segments one to four as 31:21:20:27.</p> <p>Pronotum relatively short and strongly convex, widest anteriorly and rounded anterolaterally, narrowed at about middle and thence gradually rounding to rounded apex; the ratio of subbasal width to width at middle to length as 25: 22: 42. Disk slightly depressed either side of middle anteriorly and feebly at about the middle. Metanotum and abdominal tergites strongly declivent, bounded laterally by strongly reflexed connexiva, the connexiva joining sinuate metathoracic carinae basally, strongly dilated at base of abdomen and arcuately converging posteriorly, about twice as wide at level of second visible abdominal segment as at apex of seventh. Basal abdominal tergites short, one fourth or less the length of seventh tergite at middle.</p> <p>Under surface strongly convex, depressed between meso and metasterna. Metasternum almost as long at middle as the first five visible abdominal ventrites together, 7: 9, sixth visible ventrite (actually the seventh abdominal segment as counted dorsally) about half as long as the previous abdominal segments together, 5:9, deeply concave posteriorly.</p> <p>Eighth and ninth abdominal segments (genital segments) together almost as long ventrally as meso and metasterna together, 30: 33, the eighth segment triangularly produced beneath ninth at middle, the apex subrounded, the length on median line slightly over half the length of ninth segment, 11: 19. Ninth segment strongly convex, three fourths as broad at base as long on median line, 15: 19, abruptly compressed on either side before middle to half the basal width and then subparallel to rounded apex. Eighth tergite about half as long as seventh but wider and distinctly roundly emarginate at middle of hind margin. Ninth tergite about as long as seventh but much narrower, broadest and feebly convex at base, tapering and rounded apically.</p> <p>Legs relatively short and stout, front femora about as long as pronotum and about one fifth as thick at middle as long, arcuate along dorsal side and concave on basal half beneath; front tibiae scarcely shorter, 43: 40, slightly curved; tarsi about one third as long as tibiae, the basal segment approximately half as long as apical segment, 9: 19. Middle legs with femur, tibia, and first and second tarsal segments as 87: 78: 34: 8. Hind legs, 94: 56: 11: 7.</p> <p>Body ·surface not conspicuously shining except anteriorly on pronotum, eyes, and posterior abdominal tergites. Pubescence inconspicuous and typical of the genus but with silver hairs confined to dorso-lateral areas of acetabula and the genital segments with a dense, erect, brown pubescence, especially ventrally.</p> <p>Color dark brown to black above with head ochraceous at base and longitudinally sublaterally. Pronotum entirely surrounded with ochraceous, most broadly anterolaterally with a longitudinal ochraceous stripe at middle and a pale spot on either side of middle anteriorly. Abdominal tergites with a pale longitudinal line at middle, starting just behind metatergum and ending at middle of seventh abdominal segment. Middle connexival segments tinged with ochraceous sublaterally. Ventral and lateral surfaces largely pale with brown as follows: on prothorax behind eyes; mesothorax along upper margins of pleurites; at middle of pleurites anteriorly; at base of pleural suture; laterally at apex of acetabulum, and surrounding spiracular opening; metathorax surrounding pleurites and laterally on apical half of acetabulum; abdomen sublaterally beneath hind acetabula and coxae; and eighth sternite at apex and ninth laterally and apically. Antennae and middle and hind legs rather uniformly infuscated, rostrum pale with brown middle of front portion of third segment and black apex. Front femora pale with broad brown areas, tibiae brownish with more or less pale bases and apices, tarsi pale brownish.</p> <p>Size: length, 5.25 mm., width (middle acetabula) 2.1 mm.</p> <p>Apterous female: very similar to male but with front legs straighter and more slender, the femora distinctly shorter than pronotum, 37:42; proportion of segments 37: 37: 4: 9. Venter evenly convex, not depressed at base of metasternum, metasternum about twice as long as the first five visible abdominal segments together, the fifth (actually the sixth) with posterior margin feebly, broadly, roundly produced, the seventh segment long, strongly, acutely produced at middle apically, the length on median line almost as great as the remaining abdominal segments together, 23: 24, the ventral spine thus formed greatly exceeding female genital segments which are relatively short and rounded and visible only from above.</p> <p>Size: length, 5.67 mm., width (middle acetabula) 2 mm.</p> <p>Macropterous male: similar to apterous male but with pronotum widest across humeri, the proportion of width to length, 33: 51, the disk more convex thanin related species. Hemelytra complete, exceeding tip of abdomen, the veins black and membranous areas grayish. Mesothorax with a yellow lateral line oneither side suggestiveof f ossa.rUttH, but not tapering so conspicuously.</p> <p>Size: length 6.8 mm., width (middle acetabula) 2.3 mm.</p> <p>Holotype male, allotype female, male paramorphotype, and nine apterous paratypes, Mt. Chachao, May 16, Usinger; one apterous paratype, headwaters of Talofofo River, June 17, Usinger.</p> <p>This species was found only on the inland streams in the mountains of Guam. It is entirely distinct from any Limnogonus known to me though it might be considered as a member of the fossarum group, judging by the lateral thoracic stripes of the macropterous form. The short, stout body form approaches that of boninensis Matsumura (see figure in Iconographia Insectorum Japanicorum, 1646, 1932) but is shorter and more humped. The genitalia are entirely distinct.</p> <p>This species is dedicated to Dr. 0. Lundblad. of the Naturhistoriska Riksmuseum in Stockholm who has given us a sound basis for the taxonomy of Limnogonus.</p> </div>	https://treatment.plazi.org/id/EC6DA359F5583F3B4B41EABFFDF6C59E	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55A3F3B4B4FEA04FB86C70F.text	EC6DA359F55A3F3B4B4FEA04FB86C70F.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Halobates mariannarum Esaki	<div><p>91. Halobates mariannarum Esaki,</p> <p>Tenthredo 1: 357, 1937.</p> <p>Thirteen specimens, Piti, May 12, Usinger; 50 specimens, Piti, May 22, Usinger; four specimens, Tumon Beach, May 30, Usinger; one specimen, Tumon, April 22, Bryan.</p> <p>Described from the nearby island of Rota.</p></div> 	https://treatment.plazi.org/id/EC6DA359F55A3F3B4B4FEA04FB86C70F	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55A3F3B4B50E821FE4FC8C5.text	EC6DA359F55A3F3B4B50E821FE4FC8C5.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Microvelia douglasi Scott 1874	<div><p>92. Microvelia douglasi Scott,</p> <p>Ann. Mag. Nat. Hist. IV, 14: 448, 1874;</p> <p>Lundblad, Arch. Hydrobiol., Suppl. 12: 347, 1933 (complete synonymy).</p> <p>Microvelia samoana Esaki, Ins. Samoa 2 (2): 67, 1928.</p> <p>Macropterous male and apterous female, Merizo, June 11, Usinger; apterous male and apterous female, Mt. Chachao, May 16, Usinger; apterous female, Agana Swamp, May 4, Usinger.</p> <p>These specimens fall well within the range of variation described by Lundblad. The last antenna! segment is slightly shorter than the preceding two, as in the type of samoana, and the right genital clasper in the male is obliquely and a little roundly truncate at the tip. M. douglasi is also known from India, Ceylon, Sumatra, Samoa, and Japan, and doubtfully from Java and the Seychelles.</p> </div>	https://treatment.plazi.org/id/EC6DA359F55A3F3B4B50E821FE4FC8C5	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55B3F3A4BC9EE13F8FEC485.text	EC6DA359F55B3F3A4BC9EE13F8FEC485.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Microvelia diluta Distant	<div><p>93. Microvelia diluta Distant,</p> <p>Ann. Mag. Nat. Hist. VIII, 3: 500, 1909;</p> <p>Lundblad, Arch. Hydrobiol., Suppl. 12: 307, 1933; Esaki, Tenthredo 1: 351, 1937.</p> <p>Fifty-seven apterous specimens, Upi Trail, May 5, Usinger; eight apterous specimens, Mt. Chachao, May 16, Usinger; one specimen, apterous, head waters of Talofofo River, June 17, Usinger.</p> <p>The extraordinary sexual dimorphism was noted by Lundblad who also remarked 011.the occurrence of the small males in copulation with the females in his series of preserved specimens. Esaki (Tenthredo 1:352, 1937) apparently overlooked this characteristic of diluta in his discussion of Microvelia notophora from the Carolines, for he stresses the "unique" habit of males habitually riding on the backs of the larger females and does not compare his new species with diluta. He reports the capture of a macropterous female of diluta at light on Saipan. Most of the Guam specimens were collected together, the small male clasped to the back of the female by means of his legs. None of these pairs was actually in copulation. M. notophora differs from diluta in that only the fore tibiae possess an apical comb and this comb is nearly one third the length of the tibia. Notophora differs further, according to Esaki's description, in the very short pronotum which is only about one third as long as the mesonotum. The size of apterous males and females of notophora is about as in diluta but the Guam males differ from this, being slightly larger, 1.4-1.5 mm. M. diluta Distant is known elsewhere from India, Ceylon, Sumatra, and Saipan.</p> </div>	https://treatment.plazi.org/id/EC6DA359F55B3F3A4BC9EE13F8FEC485	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
EC6DA359F55B3F344BC5E91CFA15C7E6.text	EC6DA359F55B3F344BC5E91CFA15C7E6.taxon	http://purl.org/dc/dcmitype/Text	http://rs.tdwg.org/ontology/voc/SPMInfoItems#GeneralDescription	text/html	en	Halovelia marianarum Usinger 1946	<div><p>94. Halovelia marianarum, new species (fig. 27).</p> <p>Male: rather evenly oval in outline. Pubescence very dense, brown to gray. Body subflattened beneath and only feebly convex above.</p> <p>Head a little broader across eyes than long, 20: 17; produced in front of eyes for a distance greater than length of an eye, 8: 7; eyes small, about one fourth as wide as interocular space, 3.5: 13. Vertex rather strongly convex. Rostrum slightly exceeding apices of front coxae. Antennae about two thirds as long as body, 38: 58; proportion of segments one to four as 12: 8: 8: 10.</p> <p>Pronotum less than one third as long at middle as head, 5: 17; broader laterally, the posterior suture slightly sinuate at middle and distinctiy sinuate sublaterally. Meso and metanota together as long as their width measured between impressed lines within lateral carinae.</p> <p>Male genital claspers long, extending upward beyond upper apex of genital segments and there crossing, beyond which they are curved and tapering. Clearly visible from above and behind.</p> <p>Front legs relatively short, the femora as long as head, one fourth as thick at middle as long, tibiae scarcely shorter than femora, 16: 17, enlarged apically and bearing a prominent comb on under side, the comb slightly exceeding apex of tibia and longer than basal portion of tibia before comb, 27: 23. Tarsus scarcely half the length of tibia, 7.5: 16; first segment narrow at base, a little widened apically, the second enlarged, over three times as long as first, 18: 5. Middle legs long, the femora three fourths as long as body, 42: 58; tibiae scarcely shorter than femora, 41: 42; tarsus about two thirds as long as tibia, 28: 41; the first segment only slightly longer than second, 15: 13. Hind legs proportioned as follows, 23: 18: 3.5: 5.</p> <p>Female: much larger and more robust; proportions of head and antennae as in the male. Thorax strongly convex above connexiva, much more strongly elevated than in the male, nearly vertical. Rostrum slightly shorter, reaching to apices of front coxae. Antennae a little more than half as long as body, 46: 87. Proportions of front femora, tibiae, and first and second tarsal segments, 25: 22: 2: 8.5; intermediate legs, 62: 60: 25: 19; posterior legs, 33: 27: 5: 8.</p> <p>Color of male brown anteriorly and ventrally, the appendages shining, brownish black. Coxae, trochanters, and middle of venter paler brown. Base of vertex brownish ochraceous at middle. Female with base of head ochraceous.</p> <p>Size: male, length 1.5 mm., width 1 mm.; female, length 2.25 mm., width 1.2 mm.</p> <p>Holotype male, allotype female, and 35 paratypes, Finile, May 28, Usinger; nine paratypes, Asanite Bay, June 25, Usinger. Found near the rocky coral shore, usually within or around 3- or 4-foot coves or embayments. They occur singly or in threes and fours rather than in large numbers. Several pairs were captured in copulation.</p> <p>Esaki (Tenthredo 1: 355, 1937) records his New Guinean species bergrothi from the Carolines and from the coast of Rota Island, only a few miles away from Guam. It seems unlikely that two closely related but distinct species of marine insects, one of them presumably widespread, would occur so close together in the Marianas Islands, but my specimens do not agree with Esaki's original description of bergrothi (Hist.-Nat. Mus. Nat. Hung., Ann. 23: 161, figs. 12, c-e, 1926). H. bergrothi was captured "on the surface of a few cupfuls of rain-water, which was accumulated on a very thick root of a tree which laid about a half meter high from the earth in the half-dark shade of a dense wood", on Seleo, a coral island near New Guinea. I have seen a closely related species fromFiji.</p> <p>In Esaki's key (op. cit., p. 164) marianarum runs to papuensis but the head is much longer than broad between the eyes. It may be that the first dichotomy should read "Head nearly as long as broad across eyes." In any case, marianarum is closest to bergrothi, agreeing with that species in the subequal second and third antenna! segments and in the strongly convex mesonotum. Bergrothi differs, according to Esaki's description and figures, in the longer meso and metanota, front tarsus not shorter than half the length of tibia, first segment of middle tarsi one and one half times as long as second, and hind tarsus slightly longer than half the length of tibia. The male of bergrothi is longer and more slender (1.8 mm. by 0.8 mm.), and the female is considerably longer and slightly broader (2.7 mm. by 1.3 mm.).</p> <p>1Hale (South Austr. Mus., Rec. 3: 204, 1926) calls attention to the remarkable anterior tibial comb which occupies three sevenths of the length of the anterior tibia in maritima Bergroth. Although Esaki quotes Hale's work he ignored this important character in his description.</p> <p>I consider that the subfamily Haloveliinae Esaki belongs in. the Veliidae where Bergroth (Ent. Mo. Mag. II, 4: 277, 1893) originally placed it and whereHalealsoplacedit. Thelateralthoracicscentglandsofthe Veliidaeare distinct and functional (judging by small globules of hardened exudate at the openings in some specimens) in Halovelia, whereas gerrids have a single scentgland opening (omphalium) at the middle of the metasternum.</p> </div>	https://treatment.plazi.org/id/EC6DA359F55B3F344BC5E91CFA15C7E6	Public Domain	No known copyright restrictions apply. See Agosti, D., Egloff, W., 2009. Taxonomic information exchange and copyright: the Plazi approach. BMC Research Notes 2009, 2:53 for further explanation.		Plazi	Usinger, Robert L.	Usinger, Robert L. (1946): Hemiptera Heteroptera of Guam. In: Insects of Guam II. Honolulu, Hawaii: Bernice P. Bishop Museum, Bulletin 189: 11-103, DOI: http://doi.org/10.5281/zenodo.5173934
